0,3.7265
0.63665,3.724
1.2733,3.7219
1.9099,3.7202
3.6702,3.7162
5.4304,3.7128
7.1906,3.7098
12.84,3.7017
18.489,3.6944
24.138,3.6916
31.72,3.6915
39.302,3.6914
46.884,3.6912
66.901,3.6903
86.918,3.689
106.93,3.6873
126.95,3.6853
170.25,3.6803
213.55,3.675
256.86,3.6722
300.16,3.6689
370.34,3.6629
440.51,3.6479
510.69,3.6275
580.87,3.6068
696.61,3.613
733.71,3.6154
770.82,3.6178
807.92,3.6053
845.02,3.5912
882.13,3.5769
954.34,3.5492
1026.5,3.5305
1098.8,3.5128
1171,3.4935
1304.3,3.4516
1437.6,3.4205
1570.9,3.3951
1725,3.3691
1775,3.3479
1825,3.3265
1875,3.3051
1925,3.2877
1997,3.2743
2069,3.2612
2141.1,3.2441
2213.1,3.2247
2323.2,3.2039
2433.3,3.2009
2506.2,3.1905
2579.1,3.1647
2651.9,3.1386
2724.8,3.1112
2882.8,3.0461
3040.8,2.9689
3156.4,2.9166
3237.5,2.8798
3260.4,2.8537
3283.4,2.8271
3306.4,2.8007
3329.3,2.7745
3372,2.7254
3414.7,2.6762
3428.1,2.6534
3441.6,2.6238
3455,2.5944
3468.4,2.5649
3497.6,2.5
